0.2	-1.1294448052771164	0.5518221705319297
0.21	-1.0067947068553758	0.515550603621716
0.22	-0.890614351903084	0.484843498905146
0.23	-0.8243638631868089	0.45504905368320375
0.24	-0.7298515981117606	0.42157894157707854
0.25	-0.6689935638840764	0.38889095162654475
0.26	-0.6256733675457806	0.39705027358752737
0.27	-0.5594343210829833	0.3666857969835444
0.28	-0.5103349945376486	0.3513759099070855
0.29	-0.4392543307106305	0.30936020049629426
0.3	-0.4105630948204365	0.30559771419296056
0.31	-0.36435371071905787	0.2714326551661555
0.32	-0.33369796583898176	0.26949610515168154
0.33	-0.2897789005744148	0.24034868879601046
0.34	-0.260750242258459	0.23024781407491351
0.35	-0.2285895073764861	0.20903641066871723
0.36	-0.1990361442427492	0.1904817607700812
0.37	-0.19197177466779225	0.18872650585840992
0.38	-0.16240145070891435	0.1668630052940797
0.39	-0.14401933641646344	0.15506031590737934
0.4	-0.1267596696853371	0.14166074161461853
0.41	-0.11974737650603912	0.13620567027841726
0.42	-0.10592137502147321	0.1369471251280752
0.43	-0.09340891147115664	0.11503207218237452
0.44	-0.07672952997847408	0.10313268227724408
0.45	-0.07018425249969053	0.09969995939318303
0.46	-0.060981144912555164	0.08712344364795731
0.47	-0.056954839865795394	0.09278358414193007
0.48	-0.04879817566798505	0.0776091850777942
0.49	-0.042942023581283975	0.07568688779459
0.5	-0.04082830755722012	0.07552885666985415
0.51	-0.03415603197366824	0.05761344819039341
0.52	-0.02863224497016992	0.06186780295275161
0.53	-0.026922629348173834	0.05497255692914183
0.54	-0.02082845960015664	0.04803845807710133
0.55	-0.020556231294363965	0.046165632812908496
0.56	-0.0162903833830811	0.04014019445981822
0.57	-0.016216975261802664	0.045193165135051866
0.58	-0.012688247951030315	0.032742259801775885
